longitude;latitude;housing_median_age;total_rooms;total_bedrooms;population;households;median_income;median_house_value;housing_median_age_nan;longitude_outlier;latitude_outlier;population_per_room;<1H OCEAN;INLAND;ISLAND;NEAR BAY;NEAR OCEAN
-119.8;36.86;7.0;6434.0;1201.0;2733.0;1045.0;3.7656;145000.0;0;0;0;0.42477463475287536;0;1;0;0;0
-119.81;36.85;17.0;2340.0;370.0;1174.0;396.0;4.2304;94400.0;0;0;0;0.5017094017094017;0;1;0;0;0
-119.82;36.84;7.0;2289.0;342.0;1077.0;354.0;5.4868;158800.0;0;0;0;0.4705111402359109;0;1;0;0;0
-119.82;36.84;9.0;2340.0;544.0;860.0;520.0;3.3229;119300.0;0;0;0;0.36752136752136755;0;1;0;0;0
-119.81;36.83;19.0;6789.0;1200.0;2325.0;1109.0;4.049;126000.0;0;0;0;0.3424657534246575;0;1;0;0;0
-119.81;36.83;10.0;5780.0;922.0;2712.0;883.0;5.6445;135500.0;0;0;0;0.4692041522491349;0;1;0;0;0
-119.78;36.83;11.0;2754.0;663.0;1328.0;604.0;2.3667;69300.0;0;0;0;0.4822076978939724;0;1;0;0;0
-119.79;36.82;25.0;2330.0;462.0;1215.0;467.0;3.2143;93000.0;0;0;0;0.5214592274678111;0;1;0;0;0
-119.8;36.83;17.0;1560.0;261.0;709.0;258.0;4.3315;95800.0;0;0;0;0.4544871794871795;0;1;0;0;0
-119.79;36.83;15.0;3356.0;694.0;1232.0;627.0;2.2215;72200.0;0;0;0;0.367103694874851;0;1;0;0;0
-119.79;36.82;23.0;4358.0;819.0;1852.0;802.0;3.4167;105200.0;0;0;0;0.42496558054153283;0;1;0;0;0
-119.78;36.82;22.0;4241.0;1147.0;1929.0;971.0;1.7708;53500.0;0;0;0;0.45484555529356285;0;1;0;0;0
-119.8;36.82;24.0;5377.0;1005.0;2010.0;982.0;3.4542;121200.0;0;0;0;0.37381439464385346;0;1;0;0;0
-119.81;36.81;33.0;3972.0;594.0;1324.0;561.0;5.4513;143300.0;0;0;0;0.3333333333333333;0;1;0;0;0
-119.8;36.8;43.0;1951.0;288.0;725.0;308.0;6.3359;169300.0;0;0;0;0.371604305484367;0;1;0;0;0
-119.81;36.8;38.0;2252.0;325.0;777.0;314.0;6.1575;160100.0;0;0;0;0.3450266429840142;0;1;0;0;0
-119.83;36.8;24.0;3756.0;681.0;1586.0;739.0;3.8571;90100.0;0;0;0;0.4222577209797657;0;1;0;0;0
-119.82;36.8;33.0;1670.0;256.0;528.0;250.0;2.9471;99500.0;0;0;0;0.3161676646706587;0;1;0;0;0
-119.81;36.8;29.0;2806.0;552.0;1242.0;540.0;3.5958;88800.0;0;0;0;0.4426229508196721;0;1;0;0;0
-119.83;36.8;16.0;6101.0;1200.0;3407.0;1134.0;3.125;80800.0;0;0;0;0.5584330437633175;0;1;0;0;0
-119.84;36.8;16.0;2849.0;506.0;1508.0;478.0;3.4074;72700.0;0;0;0;0.5293085293085293;0;1;0;0;0
-119.84;36.8;19.0;3244.0;776.0;1463.0;710.0;2.0469;66900.0;0;0;0;0.45098643649815046;0;1;0;0;0
-119.83;36.79;35.0;1872.0;363.0;1054.0;369.0;3.3272;65600.0;0;0;0;0.563034188034188;0;1;0;0;0
-119.83;36.78;35.0;1789.0;357.0;933.0;357.0;2.5223;66200.0;0;0;0;0.5215204024594746;0;1;0;0;0
-119.84;36.78;24.0;3242.0;795.0;2764.0;773.0;1.3385;58800.0;0;0;0;0.8525601480567551;0;1;0;0;0
-119.84;36.79;21.0;3235.0;648.0;1820.0;614.0;3.3447;71400.0;0;0;0;0.5625965996908809;0;1;0;0;0
-119.83;36.79;24.0;3505.0;819.0;2098.0;774.0;1.9575;67000.0;0;0;0;0.5985734664764621;0;1;0;0;0
-119.81;36.78;35.0;1012.0;245.0;633.0;240.0;2.0324;55500.0;0;0;0;0.6254940711462451;0;1;0;0;0
-119.81;36.78;36.0;1650.0;313.0;660.0;298.0;3.0;79700.0;0;0;0;0.4;0;1;0;0;0
-119.82;36.78;36.0;1582.0;313.0;761.0;318.0;2.6055;69200.0;0;0;0;0.48103666245259163;0;1;0;0;0
-119.82;36.79;35.0;1474.0;291.0;709.0;294.0;2.6522;65900.0;0;0;0;0.48100407055630934;0;1;0;0;0
-119.82;36.79;18.0;5822.0;1439.0;3415.0;1224.0;1.6854;64700.0;0;0;0;0.5865681896255582;0;1;0;0;0
-119.81;36.79;35.0;2314.0;443.0;954.0;457.0;2.9506;73800.0;0;0;0;0.41227312013828865;0;1;0;0;0
-119.79;36.79;33.0;3433.0;785.0;1806.0;783.0;1.9386;67500.0;0;0;0;0.5260704922808039;0;1;0;0;0
-119.79;36.78;38.0;1912.0;456.0;1131.0;408.0;2.03;58800.0;0;0;0;0.5915271966527197;0;1;0;0;0
-119.8;36.78;43.0;2382.0;431.0;874.0;380.0;3.5542;96500.0;0;0;0;0.3669185558354324;0;1;0;0;0
-119.81;36.79;39.0;2471.0;460.0;171.75965665236052;431.0;2.4167;71900.0;0;0;0;0.06951018075773392;0;1;0;0;0
-119.8;36.79;45.0;1337.0;187.0;471.0;187.0;5.187;153800.0;0;0;0;0.35228122662677636;0;1;0;0;0
-119.79;36.81;35.0;1877.0;328.0;1155.0;353.0;3.069;69600.0;0;0;0;0.6153436334576452;0;1;0;0;0
-119.78;36.8;34.0;2200.0;493.0;1243.0;431.0;1.8514;66500.0;0;0;0;0.565;0;1;0;0;0
-119.79;36.8;27.0;2462.0;484.0;852.0;449.0;3.32;124700.0;0;0;0;0.3460601137286759;0;1;0;0;0
-119.79;36.81;33.0;1461.0;261.0;494.0;254.0;4.25;132200.0;0;0;0;0.3381245722108145;0;1;0;0;0
-119.77;36.79;34.0;2679.0;460.0;1141.0;470.0;3.2642;89600.0;0;0;0;0.4259051885031728;0;1;0;0;0
-119.78;36.78;31.0;2164.0;456.0;959.0;463.0;2.3293;73400.0;0;0;0;0.4431608133086876;0;1;0;0;0
-119.79;36.79;26.0;1700.0;423.0;909.0;386.0;2.256;64500.0;0;0;0;0.5347058823529411;0;1;0;0;0
-119.79;36.79;19.0;1524.0;448.0;960.0;386.0;1.5122;47500.0;0;0;0;0.6299212598425197;0;1;0;0;0
-119.78;36.79;33.0;2260.0;440.0;966.0;413.0;2.9301;68300.0;0;0;0;0.42743362831858406;0;1;0;0;0
-119.76;36.79;26.0;3654.0;837.0;1976.0;830.0;2.1544;72800.0;0;0;0;0.5407772304324029;0;1;0;0;0
-119.76;36.78;30.0;6117.0;1330.0;2768.0;1224.0;2.1383;78800.0;0;0;0;0.45250940003269574;0;1;0;0;0
-119.77;36.79;27.0;2258.0;427.0;1076.0;423.0;2.9937;81100.0;0;0;0;0.4765279007971656;0;1;0;0;0
-119.76;36.79;32.0;2463.0;468.0;1261.0;486.0;3.3281;75100.0;0;0;0;0.511977263499797;0;1;0;0;0
-119.74;36.79;28.0;2857.0;619.0;1614.0;592.0;2.1573;71400.0;0;0;0;0.5649282464123206;0;1;0;0;0
-119.75;36.78;28.0;3257.0;752.0;1981.0;712.0;2.293;71700.0;0;0;0;0.6082284310715382;0;1;0;0;0
-119.76;36.8;29.0;3494.0;662.0;1781.0;616.0;2.5893;70900.0;0;0;0;0.5097309673726388;0;1;0;0;0
-119.77;36.8;32.0;3461.0;665.0;1507.0;649.0;2.9244;84600.0;0;0;0;0.4354232880670327;0;1;0;0;0
-119.78;36.8;34.0;3426.0;623.0;1938.0;647.0;2.8994;66000.0;0;0;0;0.5656742556917689;0;1;0;0;0
-119.76;36.8;20.0;6257.0;1346.0;2795.0;1267.0;2.2094;83700.0;0;0;0;0.4466996963400991;0;1;0;0;0
-119.77;36.8;24.0;3748.0;770.0;1827.0;719.0;2.7222;83100.0;0;0;0;0.48745997865528284;0;1;0;0;0
-119.74;36.8;18.0;2127.0;438.0;5466.0;2209.0;2.4678;74300.0;0;0;0;2.5698166431593794;0;1;0;0;0
-119.75;36.8;25.0;2718.0;504.0;1257.0;465.0;2.3333;90600.0;0;0;0;0.4624724061810154;0;1;0;0;0
-119.75;36.8;30.0;3308.0;662.0;1894.0;648.0;2.197;74500.0;0;0;0;0.5725513905683193;0;1;0;0;0
-119.76;36.81;19.0;4643.0;1429.0;4638.0;1335.0;1.2716;69400.0;0;0;0;0.998923110058152;0;1;0;0;0
-119.77;36.81;25.0;1565.0;271.0;661.0;275.0;3.4279;84700.0;0;0;0;0.42236421725239615;0;1;0;0;0
-119.76;36.82;17.0;6932.0;1486.0;3056.0;1453.0;2.3375;99300.0;0;0;0;0.4408540103866128;0;1;0;0;0
-119.77;36.81;28.0;1713.0;302.0;663.0;282.0;3.567;85500.0;0;0;0;0.38704028021015763;0;1;0;0;0
-119.78;36.82;25.0;5016.0;438.0;2133.0;928.0;3.625;89500.0;0;0;0;0.42523923444976075;0;1;0;0;0
-119.78;36.83;18.0;4164.0;741.0;1817.0;681.0;4.2153;95200.0;0;0;0;0.436359269932757;0;1;0;0;0
-119.76;36.83;22.0;2803.0;438.0;1234.0;457.0;4.5179;99600.0;0;0;0;0.4402425972172672;0;1;0;0;0
-119.76;36.83;20.0;3214.0;446.0;1360.0;463.0;5.2595;110900.0;0;0;0;0.42314872433105166;0;1;0;0;0
-119.77;36.83;19.0;3237.0;507.0;1378.0;510.0;4.7804;101100.0;0;0;0;0.42570281124497994;0;1;0;0;0
-119.77;36.83;16.0;2360.0;355.0;1034.0;359.0;5.0635;108500.0;0;0;0;0.43813559322033896;0;1;0;0;0
-119.76;36.83;17.0;3690.0;628.0;1888.0;601.0;4.0196;84200.0;0;0;0;0.5116531165311653;0;1;0;0;0
-119.75;36.83;15.0;2793.0;436.0;1411.0;441.0;4.9292;109400.0;0;0;0;0.5051915503043323;0;1;0;0;0
-119.74;36.83;29.0;4675.0;829.0;2235.0;787.0;4.1098;108200.0;1;0;0;0.47807486631016044;0;1;0;0;0
-119.77;36.91;3.0;7520.0;1143.0;2878.0;1077.0;5.3272;174200.0;0;0;0;0.3827127659574468;0;1;0;0;0
-119.75;36.87;3.0;2127.0;438.0;5226.0;1972.0;5.0941;143700.0;0;0;0;2.456981664315938;0;1;0;0;0
-119.74;36.85;3.0;2127.0;438.0;4432.0;1778.0;3.9032;140800.0;0;0;0;2.083685942642219;0;1;0;0;0
-119.7;36.94;15.0;1449.0;277.0;649.0;265.0;2.4861;86300.0;0;0;0;0.4478951000690131;0;1;0;0;0
-119.71;36.88;17.0;2236.0;315.0;992.0;312.0;6.9405;165200.0;0;0;0;0.44364937388193204;0;1;0;0;0
-119.69;36.86;20.0;1676.0;263.0;786.0;240.0;4.0;164600.0;0;0;0;0.46897374701670647;0;1;0;0;0
-119.69;36.85;20.0;2655.0;432.0;1081.0;379.0;4.5398;143100.0;0;0;0;0.4071563088512241;0;1;0;0;0
-119.67;36.89;15.0;2373.0;364.0;1280.0;386.0;5.308;167500.0;0;0;0;0.539401601348504;0;1;0;0;0
-119.7;36.83;23.0;3532.0;756.0;1885.0;758.0;2.5904;71400.0;0;0;0;0.5336919592298981;0;1;0;0;0
-119.7;36.82;25.0;2379.0;540.0;201.63090128755366;484.0;2.3173;68200.0;0;0;0;0.08475447721208644;0;1;0;0;0
-119.7;36.81;29.0;2623.0;528.0;1570.0;492.0;2.7159;68000.0;1;0;0;0.5985512771635532;0;1;0;0;0
-119.71;36.83;5.0;1087.0;338.0;623.0;362.0;1.8061;113400.0;0;0;0;0.5731370745170193;0;1;0;0;0
-119.71;36.83;15.0;2727.0;500.0;1228.0;436.0;3.5078;109000.0;0;0;0;0.4503116978364503;0;1;0;0;0
-119.73;36.83;8.0;3602.0;438.0;1959.0;580.0;5.3478;138800.0;0;0;0;0.5438645197112715;0;1;0;0;0
-119.73;36.83;14.0;3348.0;491.0;1584.0;493.0;5.0828;111400.0;0;0;0;0.4731182795698925;0;1;0;0;0
-119.71;36.82;12.0;2144.0;568.0;1320.0;566.0;2.3381;112500.0;0;0;0;0.6156716417910447;0;1;0;0;0
-119.71;36.81;19.0;2282.0;550.0;1034.0;500.0;1.6618;69700.0;0;0;0;0.45311130587204207;0;1;0;0;0
-119.71;36.81;19.0;1648.0;368.0;557.0;354.0;1.7969;72800.0;0;0;0;0.33798543689320387;0;1;0;0;0
-119.72;36.81;28.0;1651.0;305.0;780.0;309.0;2.9453;72200.0;0;0;0;0.47244094488188976;0;1;0;0;0
-119.73;36.81;19.0;1699.0;356.0;994.0;368.0;2.7778;79700.0;0;0;0;0.5850500294290759;0;1;0;0;0
-119.72;36.82;16.0;2627.0;613.0;1054.0;623.0;1.9483;112500.0;0;0;0;0.4012181195279787;0;1;0;0;0
-119.72;36.82;15.0;946.0;239.0;550.0;246.0;2.2639;52500.0;0;0;0;0.5813953488372093;0;1;0;0;0
-119.69;36.83;7.0;2075.0;353.0;1040.0;362.0;3.9943;100200.0;0;0;0;0.5012048192771085;0;1;0;0;0
-119.69;36.83;8.0;943.0;189.0;475.0;155.0;4.9327;89500.0;0;0;0;0.503711558854719;0;1;0;0;0
-119.69;36.83;32.0;1098.0;438.0;726.0;224.0;1.4913;54600.0;0;0;0;0.6612021857923497;0;1;0;0;0
-119.69;36.83;28.0;1868.0;350.0;898.0;329.0;3.1814;78900.0;0;0;0;0.480728051391863;0;1;0;0;0
-119.67;36.83;3.0;2029.0;336.0;1003.0;340.0;4.4356;111300.0;0;0;0;0.49433218334154755;0;1;0;0;0
-119.67;36.83;4.0;2145.0;334.0;1024.0;308.0;5.0864;113700.0;0;0;0;0.4773892773892774;0;1;0;0;0
-119.68;36.83;11.0;2455.0;344.0;1110.0;339.0;6.1133;120000.0;0;0;0;0.45213849287169044;0;1;0;0;0
-119.67;36.82;2.0;2579.0;376.0;1133.0;342.0;4.5577;123300.0;0;0;0;0.4393175649476541;0;1;0;0;0
-119.67;36.81;4.0;1262.0;216.0;622.0;199.0;4.9432;114400.0;0;0;0;0.4928684627575277;0;1;0;0;0
-119.68;36.81;13.0;2589.0;413.0;1356.0;435.0;5.0253;106200.0;0;0;0;0.5237543453070683;0;1;0;0;0
-119.69;36.82;17.0;1897.0;433.0;1207.0;384.0;1.8021;55900.0;0;0;0;0.6362677912493411;0;1;0;0;0
-119.69;36.82;15.0;3303.0;512.0;1687.0;505.0;4.81;93600.0;0;0;0;0.5107478050257341;0;1;0;0;0
-119.68;36.81;16.0;2668.0;454.0;1536.0;457.0;3.9792;88900.0;0;0;0;0.5757121439280359;0;1;0;0;0
-119.69;36.81;13.0;1524.0;366.0;994.0;370.0;2.5446;93800.0;0;0;0;0.652230971128609;0;1;0;0;0
-119.69;36.81;15.0;2892.0;496.0;1634.0;501.0;4.4934;88000.0;0;0;0;0.5650069156293223;0;1;0;0;0
-119.68;36.8;7.0;2855.0;518.0;1748.0;498.0;4.2066;88400.0;0;0;0;0.6122591943957969;0;1;0;0;0
-119.69;36.8;31.0;2576.0;458.0;1306.0;418.0;3.2813;68700.0;0;0;0;0.5069875776397516;0;1;0;0;0
-119.67;36.8;9.0;3712.0;508.0;1632.0;474.0;6.011;163100.0;0;0;0;0.4396551724137931;0;1;0;0;0
-119.69;36.79;13.0;1736.0;313.0;993.0;314.0;3.7697;83600.0;0;0;0;0.5720046082949308;0;1;0;0;0
-119.68;36.79;16.0;1551.0;438.0;1010.0;292.0;3.5417;71300.0;0;0;0;0.6511927788523533;0;1;0;0;0
-119.69;36.79;15.0;2524.0;451.0;1207.0;424.0;2.7404;76300.0;0;0;0;0.47820919175911253;0;1;0;0;0
-119.69;36.77;22.0;2456.0;496.0;1720.0;417.0;2.6875;60600.0;0;0;0;0.7003257328990228;0;1;0;0;0
-119.69;36.79;5.0;2613.0;476.0;177.73390557939913;481.0;4.0993;83000.0;0;0;0;0.06801909895882095;0;1;0;0;0
-119.68;36.77;21.0;1260.0;182.0;583.0;205.0;6.0132;150800.0;0;0;0;0.4626984126984127;0;1;0;0;0
-119.64;36.85;15.0;2397.0;353.0;1258.0;347.0;4.9904;157300.0;0;0;0;0.524822695035461;0;1;0;0;0
-119.64;36.82;14.0;4872.0;656.0;2085.0;617.0;5.6739;173800.0;0;0;0;0.42795566502463056;0;1;0;0;0
-119.63;36.79;19.0;1317.0;189.0;517.0;187.0;4.526;148700.0;0;0;0;0.3925588458618071;0;1;0;0;0
-119.63;36.76;22.0;4126.0;614.0;1795.0;613.0;4.925;154700.0;0;0;0;0.43504604944255937;0;1;0;0;0
-119.63;36.7;42.0;1338.0;215.0;617.0;222.0;3.0833;133300.0;0;0;0;0.461136023916293;0;1;0;0;0
-119.53;36.78;20.0;2822.0;479.0;1372.0;455.0;4.5625;136900.0;0;0;0;0.4861800141743444;0;1;0;0;0
-119.58;36.83;13.0;6135.0;863.0;2473.0;774.0;5.4895;156700.0;0;0;0;0.4030969845150774;0;1;0;0;0
-119.58;36.77;19.0;3225.0;548.0;1760.0;542.0;4.0227;126500.0;0;0;0;0.5457364341085271;0;1;0;0;0
-119.59;36.72;18.0;1284.0;193.0;621.0;190.0;4.5375;130600.0;0;0;0;0.48364485981308414;0;1;0;0;0
-119.5;36.74;20.0;1089.0;208.0;531.0;212.0;4.5938;106900.0;0;0;0;0.48760330578512395;0;1;0;0;0
-119.57;36.72;11.0;2510.0;460.0;1248.0;445.0;3.6161;99500.0;0;0;0;0.49721115537848604;0;1;0;0;0
-119.56;36.71;29.0;1963.0;392.0;1208.0;398.0;2.5741;73000.0;0;0;0;0.6153846153846154;0;1;0;0;0
-119.56;36.71;37.0;1609.0;374.0;1173.0;344.0;2.181;59900.0;0;0;0;0.7290242386575513;0;1;0;0;0
-119.57;36.71;10.0;1657.0;359.0;958.0;380.0;2.6458;84800.0;0;0;0;0.5781532890766445;0;1;0;0;0
-119.57;36.7;34.0;1759.0;354.0;899.0;337.0;2.6823;72900.0;0;0;0;0.511085844229676;0;1;0;0;0
-119.56;36.7;40.0;1195.0;326.0;1135.0;315.0;2.1182;58900.0;0;0;0;0.9497907949790795;0;1;0;0;0
-119.55;36.7;31.0;1671.0;372.0;1371.0;347.0;2.3687;63900.0;0;0;0;0.8204667863554758;0;1;0;0;0
-119.57;36.7;30.0;2370.0;412.0;1248.0;410.0;3.1442;72300.0;0;0;0;0.5265822784810127;0;1;0;0;0
-119.57;36.7;7.0;1761.0;309.0;974.0;308.0;3.7261;83900.0;0;0;0;0.5530948324815446;0;1;0;0;0
-119.58;36.69;42.0;1032.0;215.0;812.0;225.0;1.9766;58100.0;0;0;0;0.7868217054263565;0;1;0;0;0
-119.55;36.69;21.0;1551.0;423.0;1519.0;406.0;1.7132;55900.0;0;0;0;0.9793681495809156;0;1;0;0;0
-119.54;36.7;20.0;1815.0;375.0;1665.0;357.0;2.2448;58900.0;0;0;0;0.9173553719008265;0;1;0;0;0
-119.55;36.71;32.0;1963.0;508.0;2052.0;518.0;1.9076;55800.0;0;0;0;1.0453387671930718;0;1;0;0;0
-119.55;36.72;6.0;1186.0;234.0;1135.0;218.0;2.1515;63900.0;0;0;0;0.9569983136593592;0;1;0;0;0
-119.52;36.71;21.0;1834.0;321.0;1120.0;314.0;2.59;69300.0;0;0;0;0.6106870229007634;0;1;0;0;0
-119.47;36.69;19.0;3351.0;589.0;1578.0;542.0;3.2917;160100.0;0;0;0;0.4709042076991943;0;1;0;0;0
-119.41;36.68;18.0;1802.0;332.0;945.0;292.0;3.4044;115300.0;0;0;0;0.5244173140954494;0;1;0;0;0
-119.43;36.63;25.0;1784.0;312.0;904.0;303.0;3.625;107600.0;0;0;0;0.5067264573991032;0;1;0;0;0
-119.39;36.64;38.0;949.0;190.0;578.0;187.0;2.3618;80000.0;0;0;0;0.6090621707060063;0;1;0;0;0
-119.4;36.59;37.0;1486.0;296.0;977.0;290.0;3.5074;93800.0;0;0;0;0.6574697173620457;0;1;0;0;0
-119.49;37.1;24.0;2532.0;555.0;1564.0;507.0;2.3359;92400.0;0;0;0;0.617693522906793;0;1;0;0;0
-119.61;36.94;14.0;863.0;151.0;315.0;135.0;4.2679;151800.0;0;0;0;0.3650057937427578;0;1;0;0;0
-119.57;37.02;29.0;4199.0;794.0;2140.0;722.0;3.332;111800.0;1;0;0;0.5096451536080019;0;1;0;0;0
-119.48;37.0;16.0;2904.0;551.0;1467.0;509.0;3.1736;111800.0;0;0;0;0.5051652892561983;0;1;0;0;0
-119.46;36.91;12.0;2980.0;495.0;1184.0;429.0;3.9141;123900.0;0;0;0;0.39731543624161075;0;1;0;0;0
-119.33;36.89;15.0;1879.0;411.0;153.46351931330472;294.0;2.0;83300.0;0;0;0;0.08167297462123721;0;1;0;0;0
-119.21;37.25;44.0;3042.0;697.0;335.0;115.0;4.1838;85600.0;0;0;0;0.11012491781722551;0;1;0;0;0
-118.94;37.13;12.0;2255.0;472.0;1006.0;334.0;4.1563;94000.0;0;0;0;0.44611973392461196;0;1;0;0;0
-119.4;37.09;22.0;2211.0;477.0;773.0;288.0;3.3269;102700.0;0;0;0;0.34961555857078247;0;1;0;0;0
-119.34;37.12;23.0;1881.0;380.0;64.0;37.0;3.875;125000.0;0;0;0;0.03402445507708666;0;1;0;0;0
-119.28;37.11;34.0;1901.0;394.0;171.0;73.0;3.0729;144600.0;0;0;0;0.08995265649658074;0;1;0;0;0
-119.32;37.06;15.0;3111.0;651.0;276.0;107.0;5.1314;179200.0;0;0;0;0.08871745419479267;0;1;0;0;0
-118.91;36.79;29.0;1616.0;324.0;187.0;80.0;3.7857;78600.0;1;0;0;0.11571782178217822;0;1;0;0;0
-119.24;36.8;17.0;2052.0;405.0;975.0;340.0;2.6902;94400.0;0;0;0;0.47514619883040937;0;1;0;0;0
-119.25;36.71;13.0;2813.0;579.0;1385.0;512.0;2.2202;100000.0;0;0;0;0.492356914326342;0;1;0;0;0
-119.12;36.69;13.0;3963.0;812.0;1905.0;671.0;2.2278;90500.0;0;0;0;0.48069644208932627;0;1;0;0;0
-119.34;36.62;26.0;1922.0;339.0;1148.0;332.0;2.6058;92200.0;0;0;0;0.5972944849115505;0;1;0;0;0
-119.31;36.63;26.0;1874.0;416.0;1834.0;432.0;1.6486;55200.0;0;0;0;0.9786552828175027;0;1;0;0;0
-119.31;36.62;29.0;1485.0;374.0;1544.0;329.0;1.7292;52000.0;1;0;0;1.0397306397306398;0;1;0;0;0
-119.32;36.62;15.0;1070.0;256.0;1070.0;243.0;1.5642;51500.0;0;0;0;1.0;0;1;0;0;0
-119.31;36.62;25.0;831.0;230.0;947.0;244.0;1.4481;51700.0;0;0;0;1.1395908543922983;0;1;0;0;0
-119.43;36.61;19.0;1484.0;296.0;1296.0;298.0;2.4219;65800.0;0;0;0;0.8733153638814016;0;1;0;0;0
-119.44;36.6;5.0;2353.0;608.0;2505.0;573.0;2.2863;69200.0;0;0;0;1.064598385040374;0;1;0;0;0
-119.44;36.6;34.0;864.0;184.0;579.0;171.0;2.0417;72500.0;0;0;0;0.6701388888888888;0;1;0;0;0
-119.45;36.6;42.0;510.0;88.0;247.0;99.0;2.5;73000.0;0;0;0;0.4843137254901961;0;1;0;0;0
-119.46;36.61;13.0;1348.0;258.0;719.0;246.0;3.625;108300.0;0;0;0;0.5333827893175074;0;1;0;0;0
-119.45;36.61;24.0;1302.0;438.0;693.0;243.0;3.7917;90500.0;0;0;0;0.532258064516129;0;1;0;0;0
-119.44;36.61;17.0;1531.0;280.0;775.0;246.0;3.9073;91600.0;0;0;0;0.5062050947093403;0;1;0;0;0
-119.43;36.59;29.0;1371.0;306.0;1266.0;309.0;1.767;63300.0;1;0;0;0.9234135667396062;0;1;0;0;0
-119.44;36.59;32.0;1153.0;236.0;761.0;241.0;2.825;67600.0;0;0;0;0.6600173460537727;0;1;0;0;0
-119.45;36.6;36.0;2294.0;489.0;1430.0;454.0;1.8975;60900.0;0;0;0;0.6233653007846556;0;1;0;0;0
-119.44;36.59;28.0;1343.0;330.0;1331.0;305.0;1.516;56700.0;0;0;0;0.9910647803425168;0;1;0;0;0
-119.46;36.6;18.0;1404.0;226.0;754.0;229.0;3.9844;118100.0;0;0;0;0.5370370370370371;0;1;0;0;0
-119.45;36.59;41.0;1749.0;342.0;1171.0;314.0;1.6875;66100.0;0;0;0;0.6695254431103488;0;1;0;0;0
-119.44;36.58;37.0;1054.0;438.0;879.0;257.0;2.5234;63500.0;0;0;0;0.8339658444022771;0;1;0;0;0
-119.45;36.58;18.0;1425.0;280.0;753.0;266.0;3.7813;87300.0;0;0;0;0.5284210526315789;0;1;0;0;0
-119.45;36.59;28.0;1274.0;215.0;572.0;202.0;3.825;84200.0;0;0;0;0.4489795918367347;0;1;0;0;0
-119.55;36.6;18.0;2379.0;448.0;1638.0;436.0;2.309;57100.0;0;0;0;0.6885245901639344;0;1;0;0;0
-119.54;36.61;20.0;1490.0;318.0;1474.0;326.0;1.4937;54700.0;0;0;0;0.9892617449664429;0;1;0;0;0
-119.55;36.61;14.0;3004.0;793.0;3535.0;735.0;1.586;56900.0;0;0;0;1.1767643142476698;0;1;0;0;0
-119.5;36.62;34.0;1440.0;267.0;1018.0;265.0;2.2206;63400.0;0;0;0;0.7069444444444445;0;1;0;0;0
-119.49;36.58;21.0;2106.0;410.0;867.0;380.0;1.9913;95300.0;0;0;0;0.4116809116809117;0;1;0;0;0
-119.52;36.61;33.0;1225.0;275.0;1065.0;248.0;1.8958;55100.0;0;0;0;0.8693877551020408;0;1;0;0;0
-119.53;36.61;33.0;587.0;170.0;730.0;162.0;1.5625;55800.0;0;0;0;1.243611584327087;0;1;0;0;0
-119.6;36.66;27.0;1388.0;296.0;1056.0;284.0;1.6094;55200.0;0;0;0;0.760806916426513;0;1;0;0;0
-119.59;36.64;27.0;823.0;171.0;798.0;200.0;3.0521;113800.0;0;0;0;0.9696233292831106;0;1;0;0;0
-119.53;36.65;43.0;1676.0;320.0;1056.0;276.0;2.5562;93200.0;0;0;0;0.630071599045346;0;1;0;0;0
-119.63;36.6;33.0;1589.0;294.0;1102.0;307.0;1.9676;62400.0;0;0;0;0.6935179358086847;0;1;0;0;0
-119.62;36.58;13.0;1788.0;405.0;1652.0;411.0;2.6858;62400.0;0;0;0;0.9239373601789709;0;1;0;0;0
-119.59;36.57;19.0;1733.0;303.0;911.0;281.0;3.5987;131700.0;0;0;0;0.5256780150028851;0;0;0;0;0
-119.6;36.58;28.0;1452.0;300.0;919.0;308.0;2.8287;73100.0;0;0;0;0.6329201101928374;0;1;0;0;0
-119.61;36.58;29.0;1312.0;280.0;788.0;271.0;2.6974;73000.0;0;0;0;0.600609756097561;0;1;0;0;0
-119.62;36.59;17.0;2287.0;390.0;1330.0;393.0;4.0197;88000.0;0;0;0;0.5815478793178837;0;1;0;0;0
-119.61;36.59;10.0;2842.0;620.0;1443.0;576.0;2.2727;92700.0;0;0;0;0.5077410274454609;0;1;0;0;0
-119.6;36.57;42.0;2311.0;439.0;1347.0;436.0;2.5556;69700.0;0;0;0;0.5828645607961921;0;1;0;0;0
-119.6;36.57;33.0;1923.0;403.0;1205.0;389.0;1.8333;68300.0;0;0;0;0.6266250650026001;0;1;0;0;0
-119.61;36.57;42.0;2242.0;521.0;1359.0;483.0;1.5833;65100.0;0;0;0;0.6061552185548618;0;1;0;0;0
-119.63;36.58;22.0;1794.0;435.0;1127.0;359.0;1.2647;55300.0;0;0;0;0.6282051282051282;0;1;0;0;0
-119.6;36.56;36.0;738.0;168.0;737.0;186.0;1.4415;54400.0;0;0;0;0.9986449864498645;0;1;0;0;0
-119.64;36.56;34.0;576.0;117.0;363.0;97.0;2.0658;92500.0;0;0;0;0.6302083333333334;0;1;0;0;0
-119.61;36.56;34.0;1911.0;497.0;1886.0;481.0;1.625;53000.0;0;0;0;0.9869178440607012;0;1;0;0;0
-119.62;36.56;30.0;1722.0;372.0;1467.0;403.0;1.8878;51600.0;0;0;0;0.8519163763066202;0;1;0;0;0
